planning_room_id,planning_room_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
4501044,Ludwigkirchplatz,686,626,530,23,34,16,340,8,529.8553191489361,493.5,164.4542188885377,466.7142857142857,484.0,96.61891267093769,533.9565217391304,497.0,108.64055757859558,663.3478260869565,635.0,163.76302410263773,765.4715555555556,801.66,139.0659278454927,784.0,667.5,296.812554161195
4501045,Schaperstraße,961,865,707,16,52,39,465,17,532.5886970172685,498.0,179.16795043544118,494.6923076923077,524.0,86.12528143677733,528.3170731707318,525.0,99.90005981589556,654.3243243243244,667.0,143.40638720744587,719.552,718.996,103.57625569477786,749.8275862068965,633.0,349.6746517392496
4501146,Barstraße,542,492,402,7,23,24,253,11,550.0874316939891,526.0,182.92369246836893,416.8,363.0,116.51480592611397,487.6666666666667,456.0,168.49437065129646,619.6470588235294,648.0,119.38956255493535,699.4894545454545,677.467,98.7211880604804,864.85,819.0,357.66689516187665
4501147,Leon-Jessel-Platz,546,507,414,8,16,18,263,4,524.0697050938338,493.0,200.83641090535087,465.0,468.0,73.4819705778227,419.45454545454544,387.0,65.02824561121673,535.4444444444445,499.0,181.54001701492095,589.5035,589.7235000000001,20.663368303997956,768.8571428571429,685.5,271.677370067132
4501148,Brabanter Platz,775,441,380,8,14,22,251,3,558.40625,520.5,188.16234508789043,510.2857142857143,488.0,153.23262738476456,509.1818181818182,503.0,100.41495723428673,727.4285714285714,667.0,239.54808643419742,634.4676666666667,610.544,53.96236162672395,818.25,671.0,368.8955588419754
4501149,Nikolsburger Platz,1058,928,778,18,31,40,530,14,517.8388489208633,484.0,166.49268034848902,485.875,479.0,99.61249921571087,492.36,470.0,100.15233397180516,585.5454545454545,540.0,144.9455488147605,714.6555333333332,706.307,127.06878613843458,870.5142857142857,697.0,427.34752158130124
4501150,Wilhelmsaue,566,529,461,8,19,15,300,3,517.2551546391752,469.0,172.30396297855592,416.0,404.0,55.47972602672078,498.1764705882353,493.0,75.53081762939355,626.75,588.0,170.43213792111993,660.2197500000001,630.6865,199.22597996977365,665.3076923076923,526.0,424.9279124383697
4501151,Hildegardstraße,564,515,411,14,18,21,275,7,537.4823848238483,500.0,157.03096253381742,440.6,418.5,83.40956513227697,623.5625,544.5,235.51559573271007,668.4,638.0,156.77244655869856,731.7641428571429,746.2,100.10902765057135,858.8333333333334,631.0,435.1981631124729
4501152,Prager Platz,677,623,515,16,25,22,314,13,557.3098901098901,511.0,170.19756145138138,481.8666666666667,492.0,70.53860813834676,526.0909090909091,520.0,80.13911065314524,669.5714285714286,611.0,176.21820888562326,721.2853571428572,725.058,158.78017069986421,720.0,626.5,306.23558789617783
4501153,Babelsberger Straße,914,840,720,15,22,38,469,3,553.1347962382445,507.5,186.11464203660515,417.2307692307692,372.0,102.14544682800259,511.9230769230769,504.0,85.22857652460387,658.7692307692307,636.0,106.42223596454035,771.5284999999999,747.547,98.81228401873925,997.7333333333333,936.0,455.6038004544143
5100101,Hakenfelde Nord,855,718,610,13,29,27,141,1,760.0234234234234,709.0,235.99878653964905,622.0,630.0,121.09683911830417,773.0526315789474,700.0,233.43699451748583,880.0,871.5,215.54063353781427,1078.9658,997.576,321.6539265160617,934.5,858.5,259.47081774865916
5100102,Am Forstacker,456,430,356,5,10,11,146,4,667.5688073394496,617.0,185.6541758532875,562.0,565.0,123.77398757412641,687.25,665.5,56.03198491338081,685.0,651.0,100.70501477086431,879.5024,874.807,97.91785442553363,1165.75,1115.0,271.1924725040449
5100103,Mertensstraße,558,502,401,8,30,16,174,6,673.7711171662125,614.0,228.01597809655306,659.125,626.0,121.32769969914419,660.5238095238095,662.0,119.86643360324818,762.75,720.0,152.0636552998707,956.7481666666664,899.608,168.07207120747248,932.8333333333334,907.5,233.44138190963227
5100104,Maselake,750,709,584,16,16,18,312,1,622.7291666666666,569.0,198.54884481575905,534.75,546.0,114.67722819577857,705.625,660.0,133.07456288004212,766.3636363636364,669.0,195.347522496331,978.6416666666668,1003.777,185.68036712677332,1080.0,975.0,257.391530552192
5100105,Amorbacher Weg,705,648,543,15,22,28,252,2,625.1252566735113,594.0,182.02492344689958,564.3846153846154,550.0,116.22287386851356,635.4285714285714,622.0,102.88658003670038,741.4,683.0,115.99252849501416,1018.9345000000001,1001.5665,201.32220965762463,1029.4117647058824,1006.0,452.13494374239775
5100206,Griesingerstraße,893,500,402,11,21,11,218,2,606.254189944134,565.0,179.69167390691985,607.1,605.5,126.65916644461402,798.6666666666666,772.5,111.50648846455962,909.8823529411765,907.0,179.16015264036153,960.5782499999999,940.465,180.22615257203012,1006.2857142857143,726.0,456.12414767828085
5100207,An der Tränke,213,201,179,4,4,5,67,0,674.512987012987,637.5,241.2129002125051,633.0,633.0,,744.6666666666666,727.0,66.28976793844834,803.0,803.0,,,,,640.0,640.0,
5100208,Im Spektefeld,1431,1313,1095,21,48,54,558,7,616.3092998955068,578.0,179.84915357331133,604.9444444444445,567.0,149.55009871659658,650.1666666666666,638.0,146.6929900620113,893.75,833.5,259.4172227407916,1015.552375,738.1885,771.9849849598181,851.6315789473684,767.5,310.7298662610801
5100209,Westerwaldstraße,1356,1269,1020,24,28,41,486,7,625.0828848223897,594.0,168.5561294324685,541.4761904761905,543.0,89.7154496436478,649.0952380952381,628.0,101.91756706373282,807.9090909090909,691.0,318.97161458206733,822.0306666666668,772.427,176.67945307462887,803.5,726.5,253.94805158383437
5100210,Germersheimer Platz,918,841,681,15,32,36,369,6,603.0192616372392,569.0,170.67013636933837,576.25,526.0,154.4898496224384,659.3913043478261,634.0,99.93213111927277,779.3333333333334,723.0,200.23769208950978,954.1784545454545,817.523,289.7004804988641,861.46875,729.0,304.96408930582146
5100211,An der Kappe,740,697,585,20,15,21,310,2,598.5056818181819,576.0,168.13884647638963,498.52941176470586,512.0,129.34214203376388,803.6666666666666,658.0,422.5387556189372,966.8571428571429,841.0,405.4978128060325,725.9304999999999,725.9304999999999,85.710534267965,1090.8333333333333,1005.5,427.36487372515495
5100312,Eckschanze,370,353,279,8,4,12,146,1,587.6494023904382,543.0,173.2474432412826,437.7142857142857,419.0,74.4394928464595,623.0,562.0,129.7420517796755,562.0,562.0,1.4142135623730951,694.826,694.826,,1084.5,1012.0,295.1728307280329
5100313,Eiswerder,1045,964,818,28,39,27,510,5,530.9180327868852,485.5,183.94085872968813,481.875,428.5,129.4611952940205,591.1578947368421,567.0,100.08455489562299,606.7727272727273,549.5,132.29941936243094,840.3571666666667,824.4165,109.12983061916059,888.4285714285714,804.0,435.15750842982953
5100314,Kurstraße,1100,744,608,11,34,42,373,7,528.2891344383057,470.0,185.92574602970757,458.77777777777777,426.0,124.11967790984815,565.36,507.0,183.6429688281041,610.25,532.5,169.43082466843535,763.240375,755.383,80.13083340554907,839.59375,690.5,357.16200890469685
5100315,Ackerstraße,763,698,574,14,18,39,376,6,546.736641221374,505.5,187.33590477267109,520.7692307692307,488.0,142.99892414872326,561.5833333333334,536.5,186.82293918590568,611.75,570.0,149.34653114028583,748.4383333333334,749.86,88.53465307926983,903.8275862068965,843.0,380.69523515400806
5100316,Carl-Schurz-Straße,2198,2092,1778,30,36,56,1092,9,579.6333537706928,542.0,176.26515293266894,485.2608695652174,479.0,65.78837793969964,629.52,592.0,226.34452353289518,703.4666666666667,648.0,202.87641088908808,715.4314999999999,657.3915,195.10297279599132,924.804347826087,868.0,347.66124122102394
5100317,Freiheit,677,599,509,6,40,31,278,7,605.6207627118644,561.5,194.55875886424926,674.6,532.0,322.2961371161622,595.5,550.5,172.12536129228607,649.6206896551724,609.0,176.55865350664303,688.7032857142857,699.98,63.19140463890712,860.7037037037037,656.0,393.9015705648396
5200418,Isenburger Weg,260,236,201,8,14,7,64,0,695.9941176470588,686.0,213.60585549945657,674.0,684.5,109.1457740821879,836.5,859.5,136.9054418202578,1188.5,1188.5,24.748737341529164,980.143,980.143,,951.75,955.5,215.6917167316971
5200419,Am Heideberg,179,165,138,7,5,7,59,0,613.2347826086957,579.0,210.37791102257924,466.5,414.0,120.92008380193369,686.6666666666666,726.0,80.556398463023,963.3333333333334,909.0,94.97543542060407,1115.7930000000001,1115.7930000000001,,857.0,784.0,256.2430486862034
5200420,Staakener Straße,666,596,472,15,41,24,198,13,635.2570093457944,611.5,188.64717280032303,518.5,510.5,137.67059347475882,731.8666666666667,714.0,89.93052235239556,789.6428571428571,761.5,106.93896295991374,869.9335,802.8765000000001,209.58692954090043,966.3125,974.5,260.1716660847859
5200421,Spandauer Straße,505,464,376,7,20,8,121,2,691.6089552238806,664.0,202.25295252675906,641.2857142857143,638.0,142.60635129113788,789.0,800.0,51.53882032022076,923.0,918.0,110.40915640553465,865.6146666666667,855.897,89.3377709836849,998.0,1075.5,245.79259549465684
5200422,Werkstraße,107,96,80,2,7,3,13,0,835.0579710144928,787.0,276.6787733975338,735.0,735.0,130.10764773832474,877.4,699.0,321.38030431250763,921.0,935.5,58.98474379023782,949.212,949.212,2.7223611075681435,859.5,859.5,201.52543263816605
5200423,Magistratsweg,875,825,679,19,15,27,214,4,685.5993265993266,656.0,202.6551271813808,621.6428571428571,629.0,85.36222110048914,704.8888888888889,731.0,98.62865258691875,831.0,813.0,120.18596701223761,854.2521666666667,861.815,63.827686329418725,1088.3809523809523,1120.0,215.89823440465565
5200524,Döberitzer Weg,281,258,218,8,8,14,46,1,727.918918918919,719.0,173.23871102852536,613.875,541.0,165.4175992536983,765.25,768.0,59.36539395978098,827.5,825.5,34.58805188693537,886.937,886.937,,1173.2,1251.0,385.6373944523534
5200525,Pillnitzer Weg,246,226,193,3,10,7,30,1,733.4464285714286,689.0,187.40726278044067,397.0,397.0,270.1147904132612,764.0,764.0,,800.0,800.0,,800.304,800.304,,1182.3333333333333,1007.5,363.2545480330104
5200526,Rudolf-Wissell-Großsiedlung,805,753,603,7,28,17,114,15,700.1985157699444,669.0,164.87175233793852,690.6,653.0,111.41499001480905,726.5,724.0,109.80945034292535,750.4375,719.5,106.19602550629347,875.0598421052631,851.733,157.4483662856787,994.5625,904.0,329.02400494999347
5200527,Maulbeerallee,1997,1847,1514,22,59,76,476,20,671.4795842613214,639.0,172.83662201995364,591.7333333333333,582.0,75.18782829560598,720.0322580645161,683.0,109.81878523912862,732.2222222222222,719.0,96.52626914431448,893.6694827586208,842.737,185.47680682724203,942.7627118644068,870.0,269.37714485796545
5200528,Weinmeisterhornweg,879,804,662,14,17,46,196,1,671.3252595155709,649.0,161.4909243052009,594.9230769230769,578.0,79.15434452012256,639.2,671.0,113.76379037285986,735.0,679.0,107.58717395675008,782.08,782.08,,944.4411764705883,886.5,325.8201019875538
5200629,Borkumer Straße,1788,1676,1430,32,41,62,936,11,556.6583657587548,529.0,162.98060733254763,435.375,428.5,75.90314910119514,619.2413793103449,621.0,112.72870567758612,671.9,627.0,163.15855415240554,744.3694615384616,712.933,171.56900203932304,939.1458333333334,864.5,352.2106471733493
5200630,Wilhelmstadt West,1089,1008,832,15,26,43,579,6,539.7243675099867,485.0,199.9768318050021,500.6923076923077,433.0,182.68569758622073,547.7142857142857,532.0,91.21186543210482,597.5,558.0,113.56851540945533,760.4558749999999,655.5685,239.83005129373092,787.5862068965517,648.0,380.2830259201108
5200631,Wilhelmstadt Ost,983,892,733,15,26,55,540,9,489.6549618320611,443.0,179.97612830736958,429.6,423.0,93.25985202647493,500.94117647058823,474.0,116.26987496135621,647.1111111111111,576.5,193.6731293849295,872.5486363636363,774.247,351.15294343242317,854.4897959183673,673.0,420.8586521648816
5200632,Tiefwerder,546,499,407,11,19,18,254,4,578.7324324324325,520.5,208.86716328618124,441.625,422.5,73.19823865952749,618.5714285714286,628.0,81.12306935115546,796.5714285714286,781.0,173.7755805081726,788.6257999999999,778.617,163.15458678259702,932.4375,759.0,414.9420792913954
5200633,Graetschelsteig,386,361,302,4,6,17,185,0,590.8368794326241,547.5,193.26767247994317,520.3333333333334,521.0,34.00490160746436,506.5,506.5,92.63098833543772,617.0,617.0,,,,,937.2,805.0,491.2147042936375
5200634,Börnicker Straße,541,480,414,11,16,30,179,2,646.1412103746397,587.0,219.5612287750041,580.2857142857143,485.0,229.82581395897364,522.8571428571429,538.0,204.39865342954081,645.6666666666666,664.5,99.16585433840957,834.5056666666666,788.97,173.23176924667519,942.5238095238095,865.0,268.2621141808174
5300735,Haveleck,120,102,84,2,2,15,31,0,668.5189873417721,629.0,172.1127284703995,676.5,676.5,67.17514421272202,704.0,704.0,,621.0,621.0,,,,,872.4545454545455,810.0,319.03741587355034
5300736,Zitadellenweg,615,549,453,2,32,28,236,11,612.1452784503632,565.0,195.08836237512025,507.0,507.0,166.87720036002523,707.5238095238095,619.0,259.99165737531257,788.7619047619048,778.0,162.55457691554082,844.2796470588233,806.833,133.53744166990256,912.0,802.5,363.7487044650468
5300737,Gartenfelder Straße,1439,1341,1119,28,36,47,552,10,595.1661661661661,571.0,223.5033465258021,475.3076923076923,463.5,152.9258040307833,731.4090909090909,694.5,133.44435583379357,799.56,786.0,147.51019173828863,845.7624666666667,830.614,123.0477111982332,949.3,925.5,338.48525324844894
5300838,Gartenfeld,50,30,24,0,17,3,10,9,647.8181818181819,675.5,197.96383420635107,,,,709.2142857142857,610.5,221.4373252434851,901.7692307692307,886.0,88.0190830124864,947.9130000000002,885.756,172.5649411912319,987.5,987.5,267.9934700697015
5300839,Rohrdamm,878,796,648,15,40,37,376,8,602.4436974789916,543.0,197.62874959489127,477.0,443.0,100.25603586454397,703.6428571428571,676.0,223.20690888909368,842.6923076923077,804.0,312.30924434375,852.9021,815.4005,139.5194315247482,784.625,702.5,279.9802700422
5300840,Nonnendammallee,305,251,220,3,25,24,131,6,564.4572864321608,520.0,210.21522625194152,497.0,497.0,111.72287142747452,646.0769230769231,609.0,182.53787805021983,786.1428571428571,822.0,168.3608108716593,862.1622222222222,865.386,99.00993476765062,733.4285714285714,583.0,312.6179091844501
5300841,Siemensdamm,566,514,429,16,20,22,283,8,536.73264781491,477.0,182.829128407537,431.22222222222223,404.0,72.48754682319195,693.1538461538462,815.0,261.09252707097477,830.1538461538462,816.0,153.7573012650381,935.4031999999997,844.443,216.1868291397769,670.8666666666667,638.0,284.90396042643323
5400942,Alt-Gatow,729,412,334,5,31,30,91,0,684.7620817843866,657.0,183.4828347459136,532.3333333333334,536.0,26.689573494781314,641.3846153846154,674.0,209.15844809678714,1030.5,1046.0,139.92045359179383,1480.8538571428574,1106.653,1083.9549456224997,891.4705882352941,831.0,396.4673879474608
5400943,Jägerallee,561,498,421,9,24,29,186,0,636.2492492492493,575.0,219.4652476284192,638.0,569.0,181.56174340060372,754.8181818181819,757.0,119.09644678311622,1041.75,1077.5,113.53523682099754,1253.29,1253.29,284.37006312198184,1103.5833333333333,1088.0,274.8991412841951
5400944,Kladower Damm,261,245,194,4,1,12,98,0,595.2112676056338,506.0,285.3016030358674,442.0,442.0,42.42640687119285,,,,1100.0,1100.0,,2145.773,2145.773,,1322.0,1365.0,591.6057245609894
5400945,Kafkastraße,318,307,264,14,3,7,105,0,655.3523316062176,589.0,255.2084936201958,596.6363636363636,617.0,207.80484726169055,731.0,731.0,,,,,,,,797.0,797.0,
6100101,Fichtenberg,908,858,690,20,14,30,355,3,593.5573505654281,576.0,166.6022369674201,505.85714285714283,509.5,88.25126466111244,515.1666666666666,538.0,125.43909544741888,463.5,463.5,249.60869375885127,732.6333333333332,686.617,84.75842158944047,877.4,690.0,427.09969254077095
6100102,Schloßstraße,1095,985,817,21,66,38,470,20,559.7222222222222,526.0,173.46289156150834,512.6428571428571,482.5,126.44281598527341,577.3170731707318,540.0,172.99428300154756,693.8378378378378,697.0,114.30988912054262,913.479,784.725,407.97586229893557,980.8095238095239,1031.0,456.65113807452826
6100103,Markelstraße,762,694,564,9,36,30,321,12,582.6274509803922,545.0,170.31851137116635,475.7142857142857,456.0,62.7022442068179,591.7083333333334,555.5,121.42970024441826,807.6818181818181,775.0,145.18703417239053,845.9547647058822,834.04,141.01106901478045,867.875,733.0,297.28164255466567
6100204,Munsterdamm,538,493,388,10,17,19,199,3,606.2189349112426,572.5,197.290502634371,525.25,515.5,61.7917007834732,618.7777777777778,602.0,147.09246902695068,834.5,803.0,254.85962522814117,928.915,800.364,321.9127798006784,950.7058823529412,909.0,423.9999653163137
6100205,Südende,802,756,632,11,16,28,345,5,584.9908925318762,555.0,172.94316265219499,462.25,458.0,81.86181736839919,601.0,579.0,146.8919671050803,697.4285714285714,797.0,150.39930977551853,808.579,807.826,69.63289853223117,732.15,713.5,199.15275147748432
6100206,Stadtpark,824,773,642,18,12,31,361,1,575.3345195729537,554.0,163.75236243724683,463.07142857142856,480.5,91.98784558985896,594.0,590.0,161.15623889050443,510.0,472.0,83.73768566183328,529.227,529.227,,832.1111111111111,728.0,332.5456976501741
6100207,Mittelstraße,669,619,510,12,24,19,278,4,576.3926247288504,550.0,180.81069811873076,509.625,516.0,170.3558775035367,517.5454545454545,489.0,122.80501914528057,669.6,667.5,178.2957592815314,767.8135,787.5550000000001,86.00553993978147,853.2666666666667,778.0,321.22699287634737
6100208,Bergstraße,663,627,496,12,6,18,286,1,537.3932584269663,502.0,194.8077718482167,360.8181818181818,363.0,83.70521869252617,664.0,664.0,,859.0,859.0,,752.703,752.703,,673.9285714285714,523.0,359.5324879480433
6100209,Feuerbachstraße,827,747,604,23,37,35,349,6,555.796577946768,532.5,157.984901230588,481.14285714285717,455.0,99.45666680232436,556.6666666666666,548.5,127.63228431709588,781.5,698.5,221.15144480301623,720.9455000000002,691.705,81.83289725226642,878.9,753.5,378.98406389933484
6100210,Bismarckstraße,482,454,371,13,13,12,250,2,548.5382352941176,505.5,178.58751358556967,474.6363636363636,463.0,90.52101714770191,745.6666666666666,688.5,269.76854276706666,691.625,691.0,120.16647678473869,643.268,643.268,13.07016174345221,784.2222222222222,611.0,453.73526912115227
6200311,Alt-Lankwitz,524,486,401,10,13,15,190,0,627.1559888579387,593.0,172.06997459803225,507.85714285714283,503.0,51.011203251274665,662.5,662.5,0.7071067811865476,719.0,719.0,36.76955262170047,,,,778.3636363636364,764.0,153.2339862610594
6200312,Komponistenviertel Lankwitz,724,696,571,13,12,9,274,2,616.5170340681362,585.0,160.05167717925485,617.0,579.0,179.87829218668938,573.0,573.0,9.899494936611665,789.5714285714286,797.0,131.92783019875824,850.115,850.115,67.3094945011475,1087.5,1022.0,551.7262908363168
6200313,Lankwitz Kirche,763,718,592,16,9,27,326,1,597.6994328922495,558.0,188.54431000907726,546.2727272727273,580.0,141.6482198328598,710.0,680.0,166.90566197705817,768.5,685.0,273.723765866247,975.3606666666668,999.543,221.21007166567563,876.85,863.5,261.5933515572355
6200314,Kaiser-Wilhelm-Straße,625,584,501,7,19,13,268,4,601.4073226544623,567.0,179.30498783316673,490.1666666666667,506.5,52.15138221242719,755.4444444444445,721.0,274.42763668730186,793.2857142857143,795.0,81.33001554513211,754.40925,742.5450000000001,34.59696685525099,874.6,724.0,360.8921661044412
6200315,Gallwitzallee,918,717,602,23,18,18,308,2,598.7706766917294,557.0,198.74656198121488,519.7,503.0,139.54968932059177,687.0,673.0,165.67931785119214,737.7777777777778,735.0,118.41429155488133,877.5630000000001,778.776,214.95490954849112,881.25,810.0,308.89858098303614
6200316,Belßstraße,653,602,499,12,20,25,281,3,603.9596412556053,570.5,169.25087604402157,553.7,537.0,126.6816219241502,739.5,664.5,220.93787691236977,718.7333333333333,671.0,102.25910135300335,983.3153999999998,829.07,297.9870861544171,744.6818181818181,736.5,142.59546054473603
6200317,Lankwitz Süd,581,544,441,9,14,16,244,0,603.2575,566.0,183.66928761167298,559.375,515.0,121.77724101231487,566.8333333333334,585.0,73.07918080183074,970.0,851.0,322.4282866002919,,,,724.7857142857143,681.5,211.1755298220047
6200418,Landweg,5,2,2,0,3,0,1,1,768.5,768.5,412.2432534317572,,,,734.0,734.0,114.5512985522207,945.0,945.0,,887.3465,887.3465,81.81296169006475,,,
6200419,Thermometersiedlung,480,448,368,6,11,18,102,2,729.2901234567901,688.0,219.35612736877493,592.4,580.0,26.15912842584782,663.8333333333334,609.5,140.5438247190771,1127.4,977.0,295.8889994575669,896.94575,865.1835,117.17511108699668,804.375,785.0,219.15165981575413
6200420,Lichterfelde Süd,795,752,614,15,10,29,189,2,697.2851851851852,671.0,189.13129246966454,538.1818181818181,508.0,64.44349180765761,679.1428571428571,581.0,222.60834708176642,765.0,720.0,213.44202960054517,959.9017499999999,933.7849999999999,263.4635809346648,794.04,674.0,303.9050674141515
6200421,Königsberger Straße,1221,984,823,26,26,30,430,0,565.6284916201117,535.5,186.66901705519047,488.30434782608694,444.0,152.46323991602597,616.3636363636364,568.0,146.8279760313223,801.2857142857143,842.0,166.3216905935746,985.963,985.963,,636.6363636363636,621.0,276.1555023385583
6200422,Oberhofer Platz,745,707,584,12,15,16,273,6,614.6208251473478,589.0,173.5919496939025,534.4,549.5,76.53786281602356,642.2222222222222,564.0,164.37896594286156,710.6666666666666,771.0,167.3490273939379,881.554,851.39,153.2804136656083,863.3571428571429,832.0,308.0286218326665
6200423,Schütte-Lanz-Straße,910,859,723,20,17,26,223,1,686.623417721519,648.0,185.1567989878808,609.1052631578947,614.0,80.0776669773665,759.6666666666666,671.0,223.9726545808662,748.4285714285714,671.0,228.3154668018625,1126.0103333333334,1203.027,285.6121433576194,890.45,857.5,249.01563573821076
6300524,Berlepschstraße,564,542,468,11,7,12,166,0,694.1373493975904,650.0,211.5336862375523,593.8888888888889,578.0,77.30854487772427,716.8,658.0,185.8378325314843,830.0,830.0,,959.8,959.8,,672.1666666666666,679.0,81.9400187128772
6300525,Zehlendorf Süd,520,490,403,16,11,12,54,0,771.3760683760684,731.0,210.73218181903883,601.2,615.0,171.69404312451974,767.4285714285714,781.0,80.85142163841265,761.8333333333334,754.5,71.48542975087068,,,,924.2222222222222,890.0,109.53855232037917
6300526,Zehlendorf Mitte,554,500,428,9,18,33,207,3,605.5588235294117,550.0,215.0919387306814,440.8,487.0,128.60676498536148,633.9166666666666,562.0,151.92130638371083,567.875,559.0,110.83377192895675,776.2866666666667,807.15,71.22719629701375,709.8620689655172,522.0,416.7352469012577
6300527,Sundgauer Straße,707,651,564,16,17,37,307,0,598.2540322580645,545.0,215.0582537568846,516.3076923076923,514.0,113.04525982645524,633.25,529.5,370.6245650005112,565.8571428571429,547.0,71.05497536280991,956.267,956.267,,584.7037037037037,574.0,121.28251025373483
6300528,Teltower Damm,1353,1038,898,22,25,36,356,1,685.358302122347,619.0,229.0739241142771,544.7619047619048,521.0,82.56082894563544,637.6666666666666,619.0,106.2951864698805,707.4545454545455,688.0,99.7560661176689,848.0820000000001,848.0820000000001,178.37758504924318,835.8148148148148,755.0,329.4040115860808
6300629,Botanischer Garten,528,483,398,10,20,20,206,10,610.7445054945055,579.0,161.59991441480793,526.0,512.0,81.51993621194755,627.75,616.0,76.73937593036457,666.7333333333333,669.0,69.1783065363564,715.5231000000001,721.4695,82.69820156643206,965.5714285714286,724.5,431.88169930873687
6300630,Hindenburgdamm,1035,514,394,14,28,15,201,1,602.0384615384615,560.0,181.86582020232257,535.5,548.0,63.405620628401124,628.0555555555555,581.5,120.81121501418075,669.0909090909091,647.5,75.72500945049168,813.306,813.306,,744.3846153846154,682.0,278.4311819407501
6300631,Goerzwerke,395,352,307,5,20,21,97,5,682.5278810408922,652.0,197.4201807428083,582.0,605.0,78.68078969269861,706.8461538461538,708.0,60.55417155165853,870.8181818181819,827.0,190.03411177039672,968.3426363636362,908.7,263.90000492696953,826.421052631579,797.0,165.7998511557681
6300632,Schweizer Viertel,1118,1052,839,33,34,26,378,10,647.8672086720867,597.5,209.1620647171876,552.1111111111111,571.0,99.08517444538207,665.9583333333334,604.0,232.39686429948208,787.25,735.5,190.204980961616,876.6188888888887,812.912,327.12625894651114,783.304347826087,689.0,358.4020640644968
6300633,Augustaplatz,955,903,747,16,20,27,391,7,609.4614243323442,572.0,172.59553203258673,531.7692307692307,516.0,79.98036618045064,587.2,554.0,104.80403481873067,702.2727272727273,693.0,132.7102791113717,718.4155714285714,728.23,83.73898747468661,874.88,770.0,360.259318639597
6300634,Lichterfelde West,733,688,577,18,13,22,272,2,633.9441233140656,594.0,183.64494543476454,529.5333333333333,543.0,94.26396574564028,537.5,541.5,68.17205124850338,756.2857142857143,685.0,163.0957942291526,725.3995,725.3995,130.88051545016168,724.5384615384615,698.0,134.79528638186585
6400735,Wannsee,1374,1175,978,18,60,76,293,0,700.4147869674185,658.0,249.2109900722482,630.9,618.0,130.83955399224226,768.4347826086956,656.0,346.4979110637487,1200.5714285714287,1100.5,296.51143817234606,1299.6398571428574,1127.426,320.40659959985663,857.5818181818182,831.0,313.76074223363787
6400736,Düppel,684,516,449,11,11,14,126,1,705.286432160804,646.0,209.60382052499486,601.25,574.5,80.0673823369149,665.4285714285714,659.0,122.56135489739707,816.0,768.0,221.92791622506618,746.694,746.694,,862.5555555555555,767.0,292.1143231301365
6400737,Nikolassee,1465,1168,999,26,56,76,463,6,647.2395833333334,586.0,228.20458845151316,558.3333333333334,545.0,89.12647985736173,658.5,619.5,191.46694908676167,898.0,790.0,335.93863908572536,961.1248750000002,860.3685,272.9830130855542,714.0833333333334,648.5,253.07232781824376
6400838,Krumme Lanke,957,674,583,21,48,36,154,4,721.9782608695652,656.0,222.4314724190666,664.35,565.0,295.980133579408,799.8333333333334,722.0,252.41988828141098,827.1333333333333,730.0,214.3967839133343,961.477875,860.3835,240.1636181882424,847.9354838709677,867.0,196.43997140498516
6400839,Fischerhüttenstraße,460,422,354,9,16,19,140,3,674.9148264984227,638.0,220.86212478728729,573.75,528.5,123.77946979550825,665.5333333333333,583.0,254.76540095509344,776.0,858.0,165.39195869207185,751.7946666666667,734.3,41.73237048543175,758.75,697.5,378.0923167693308
6400840,Fischtal,565,540,458,10,7,15,183,0,678.7104622871046,632.0,206.6124128269548,463.1666666666667,438.0,148.6868073053782,577.2,605.0,87.38249252567704,578.0,578.0,,,,,733.7142857142857,672.5,219.76785954254566
6400841,Zehlendorf Eiche,629,595,481,12,13,13,269,2,576.1244343891402,502.5,209.51996834200102,400.3,440.0,96.0833550158981,610.1666666666666,620.0,109.66752785882731,641.1428571428571,564.0,248.9092395308168,899.1323333333333,831.853,191.47537059719537,432.3333333333333,420.0,145.8783739969705
6400842,Hüttenweg,497,462,392,8,12,19,130,3,721.2395543175487,656.0,247.27878437511671,488.5,477.5,129.9483413844572,676.6363636363636,686.0,86.20124445421047,693.7777777777778,688.0,75.13284531045292,863.8025,828.035,91.52482266758743,1001.8571428571429,879.5,419.99173199606554
6400843,Thielallee,419,359,306,9,40,17,161,16,623.4239130434783,575.5,202.04420220404438,460.25,455.5,127.11384099077713,654.5714285714286,613.0,132.17463619689485,721.9090909090909,708.0,126.12601923184894,795.9910454545454,786.6915,122.33514598195569,937.5333333333333,720.0,461.4693716297767
